순위,영화명,평점,날짜
42,해피 투게더,7.42,20210129
43,도굴,7.30,20210129
44,페임,7.03,20210129
45,애비규환,7.03,20210129
46,조제,6.49,20210129
47,이웃사촌,5.99,20210129
48,원더 우먼 1984,5.20,20210129
1,극장판 바이올렛 에버가든,9.50,20210130
2,가나의 혼인잔치: 언약,9.45,20210130
3,언플랜드,9.43,20210130
4,부활: 그 증거,9.39,20210130
5,소울,9.38,20210130
6,동주,9.37,20210130
7,극장판 귀멸의 칼날: 무한열차편,9.34,20210130
8,늑대와 춤을,9.30,20210130
9,인생,9.28,20210130
10,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.27,20210130
11,피아니스트의 전설,9.25,20210130
12,어바웃 타임,9.18,20210130
13,러브레터,9.12,20210130
14,타오르는 여인의 초상,9.06,20210130
15,굿바이,9.04,20210130
16,남매의 여름밤,8.95,20210130
17,러브 액츄얼리,8.93,20210130
18,해리가 샐리를 만났을 때,8.88,20210130
19,족벌 두 신문 이야기,8.85,20210130
20,이별의 아침에 약속의 꽃을 장식하자,8.84,20210130
21,위플래쉬,8.80,20210130
22,너의 이름은.,8.79,20210130
23,리즈와 파랑새,8.78,20210130
24,화양연화,8.75,20210130
25,찬실이는 복도 많지,8.73,20210130
26,프란츠,8.65,20210130
27,라라랜드,8.61,20210130
28,캐롤,8.59,20210130
29,백엔의 사랑,8.51,20210130
30,목소리의 형태,8.47,20210130
31,너의 췌장을 먹고 싶어,8.36,20210130
32,초속5센티미터,8.36,20210130
33,삼진그룹 영어토익반,8.33,20210130
34,나의 사적인 여자친구,8.20,20210130
35,런,8.14,20210130
36,너의 췌장을 먹고 싶어,8.09,20210130
37,날씨의 아이,7.98,20210130
38,신과함께-인과 연,7.71,20210130
39,"안녕, 티라노: 영원히, 함께",7.59,20210130
40,루비 스팍스,7.51,20210130
41,해피 투게더,7.42,20210130
42,도굴,7.29,20210130
43,페임,7.03,20210130
44,조제,6.49,20210130
45,이웃사촌,5.99,20210130
46,원더 우먼 1984,5.20,20210130
1,극장판 바이올렛 에버가든,9.50,20210131
2,가나의 혼인잔치: 언약,9.45,20210131
3,언플랜드,9.43,20210131
4,소울,9.39,20210131
5,부활: 그 증거,9.39,20210131
6,동주,9.37,20210131
7,극장판 귀멸의 칼날: 무한열차편,9.30,20210131
8,늑대와 춤을,9.30,20210131
9,인생,9.28,20210131
10,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.27,20210131
11,피아니스트의 전설,9.25,20210131
12,어바웃 타임,9.18,20210131
13,러브레터,9.12,20210131
14,타오르는 여인의 초상,9.06,20210131
15,굿바이,9.04,20210131
16,남매의 여름밤,8.95,20210131
17,러브 액츄얼리,8.93,20210131
18,해리가 샐리를 만났을 때,8.88,20210131
19,족벌 두 신문 이야기,8.86,20210131
20,이별의 아침에 약속의 꽃을 장식하자,8.84,20210131
21,위플래쉬,8.80,20210131
22,너의 이름은.,8.79,20210131
23,리즈와 파랑새,8.78,20210131
24,화양연화,8.75,20210131
25,찬실이는 복도 많지,8.73,20210131
26,프란츠,8.65,20210131
27,라라랜드,8.61,20210131
28,캐롤,8.59,20210131
29,백엔의 사랑,8.51,20210131
30,목소리의 형태,8.47,20210131
31,세자매,8.44,20210131
32,너의 췌장을 먹고 싶어,8.36,20210131
33,초속5센티미터,8.36,20210131
34,삼진그룹 영어토익반,8.33,20210131
35,나의 사적인 여자친구,8.20,20210131
36,런,8.14,20210131
37,너의 췌장을 먹고 싶어,8.09,20210131
38,날씨의 아이,7.98,20210131
39,신과함께-인과 연,7.71,20210131
40,"안녕, 티라노: 영원히, 함께",7.59,20210131
41,루비 스팍스,7.51,20210131
42,해피 투게더,7.42,20210131
43,도굴,7.29,20210131
44,페임,7.03,20210131
45,조제,6.49,20210131
46,이웃사촌,6.00,20210131
47,원더 우먼 1984,5.19,20210131
1,극장판 바이올렛 에버가든,9.50,20210201
2,가나의 혼인잔치: 언약,9.45,20210201
3,언플랜드,9.42,20210201
4,소울,9.40,20210201
5,부활: 그 증거,9.39,20210201
6,동주,9.37,20210201
7,늑대와 춤을,9.30,20210201
8,극장판 귀멸의 칼날: 무한열차편,9.29,20210201
9,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.26,20210201
10,피아니스트의 전설,9.25,20210201
11,어바웃 타임,9.18,20210201
12,러브레터,9.12,20210201
13,타오르는 여인의 초상,9.06,20210201
14,굿바이,9.04,20210201
15,남매의 여름밤,8.95,20210201
16,러브 액츄얼리,8.93,20210201
17,해리가 샐리를 만났을 때,8.88,20210201
18,족벌 두 신문 이야기,8.86,20210201
19,이별의 아침에 약속의 꽃을 장식하자,8.84,20210201
20,위플래쉬,8.80,20210201
21,너의 이름은.,8.79,20210201
22,리즈와 파랑새,8.78,20210201
23,화양연화,8.75,20210201
24,찬실이는 복도 많지,8.74,20210201
25,프란츠,8.65,20210201
26,라라랜드,8.61,20210201
27,캐롤,8.59,20210201
28,백엔의 사랑,8.51,20210201
29,기생충,8.49,20210201
30,목소리의 형태,8.47,20210201
31,너의 췌장을 먹고 싶어,8.36,20210201
32,초속5센티미터,8.36,20210201
33,세자매,8.35,20210201
34,삼진그룹 영어토익반,8.32,20210201
35,나의 사적인 여자친구,8.20,20210201
36,런,8.14,20210201
37,너의 췌장을 먹고 싶어,8.08,20210201
38,날씨의 아이,7.98,20210201
39,신과함께-인과 연,7.71,20210201
40,"안녕, 티라노: 영원히, 함께",7.59,20210201
41,루비 스팍스,7.51,20210201
42,해피 투게더,7.42,20210201
43,도굴,7.29,20210201
44,페임,7.03,20210201
45,조제,6.49,20210201
46,이웃사촌,6.00,20210201
47,원더 우먼 1984,5.18,20210201
1,극장판 바이올렛 에버가든,9.50,20210202
2,가나의 혼인잔치: 언약,9.45,20210202
3,언플랜드,9.42,20210202
4,부활: 그 증거,9.39,20210202
5,소울,9.38,20210202
6,동주,9.37,20210202
7,늑대와 춤을,9.30,20210202
8,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.26,20210202
9,극장판 귀멸의 칼날: 무한열차편,9.26,20210202
10,피아니스트의 전설,9.25,20210202
11,어바웃 타임,9.18,20210202
12,러브레터,9.12,20210202
13,타오르는 여인의 초상,9.06,20210202
14,굿바이,9.04,20210202
15,남매의 여름밤,8.95,20210202
16,러브 액츄얼리,8.93,20210202
17,해리가 샐리를 만났을 때,8.88,20210202
18,족벌 두 신문 이야기,8.86,20210202
19,이별의 아침에 약속의 꽃을 장식하자,8.84,20210202
20,위플래쉬,8.80,20210202
21,너의 이름은.,8.79,20210202
22,리즈와 파랑새,8.78,20210202
23,화양연화,8.75,20210202
24,찬실이는 복도 많지,8.74,20210202
25,프란츠,8.65,20210202
26,라라랜드,8.61,20210202
27,캐롤,8.59,20210202
28,백엔의 사랑,8.51,20210202
29,기생충,8.49,20210202
30,목소리의 형태,8.47,20210202
31,너의 췌장을 먹고 싶어,8.36,20210202
32,초속5센티미터,8.36,20210202
33,삼진그룹 영어토익반,8.32,20210202
34,세자매,8.28,20210202
35,나의 사적인 여자친구,8.20,20210202
36,런,8.14,20210202
37,너의 췌장을 먹고 싶어,8.08,20210202
38,날씨의 아이,7.98,20210202
39,신과함께-인과 연,7.71,20210202
40,"안녕, 티라노: 영원히, 함께",7.59,20210202
41,루비 스팍스,7.51,20210202
42,해피 투게더,7.42,20210202
43,도굴,7.29,20210202
44,이웃사촌,5.99,20210202
45,원더 우먼 1984,5.17,20210202
1,극장판 바이올렛 에버가든,9.50,20210203
2,언플랜드,9.40,20210203
3,부활: 그 증거,9.39,20210203
4,소울,9.37,20210203
5,늑대와 춤을,9.30,20210203
6,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.26,20210203
7,극장판 귀멸의 칼날: 무한열차편,9.25,20210203
8,어바웃 타임,9.18,20210203
9,러브레터,9.12,20210203
10,타오르는 여인의 초상,9.06,20210203
11,굿바이,9.04,20210203
12,남매의 여름밤,8.95,20210203
13,러브 액츄얼리,8.93,20210203
14,족벌 두 신문 이야기,8.85,20210203
15,이별의 아침에 약속의 꽃을 장식하자,8.84,20210203
16,너의 이름은.,8.79,20210203
17,리즈와 파랑새,8.78,20210203
18,화양연화,8.76,20210203
19,찬실이는 복도 많지,8.74,20210203
20,프란츠,8.65,20210203
21,라라랜드,8.61,20210203
22,캐롤,8.59,20210203
23,백엔의 사랑,8.51,20210203
24,아비정전,8.50,20210203
25,기생충,8.49,20210203
26,목소리의 형태,8.47,20210203
27,너의 췌장을 먹고 싶어,8.36,20210203
28,초속5센티미터,8.36,20210203
29,삼진그룹 영어토익반,8.32,20210203
30,세자매,8.29,20210203
31,나의 사적인 여자친구,8.20,20210203
32,런,8.14,20210203
33,너의 췌장을 먹고 싶어,8.08,20210203
34,일대종사,8.00,20210203
35,날씨의 아이,7.98,20210203
36,신과함께-인과 연,7.71,20210203
37,"안녕, 티라노: 영원히, 함께",7.59,20210203
38,해피 투게더,7.42,20210203
39,도굴,7.29,20210203
40,원더 우먼 1984,5.17,20210203
1,극장판 바이올렛 에버가든,9.50,20210204
2,가나의 혼인잔치: 언약,9.45,20210204
3,부활: 그 증거,9.39,20210204
4,소울,9.38,20210204
5,늑대와 춤을,9.30,20210204
6,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.26,20210204
7,극장판 귀멸의 칼날: 무한열차편,9.24,20210204
8,해피 투게더,9.18,20210204
9,어바웃 타임,9.18,20210204
10,러브레터,9.12,20210204
11,타오르는 여인의 초상,9.06,20210204
12,굿바이,9.04,20210204
13,남매의 여름밤,8.95,20210204
14,러브 액츄얼리,8.93,20210204
15,이별의 아침에 약속의 꽃을 장식하자,8.84,20210204
16,족벌 두 신문 이야기,8.83,20210204
17,너의 이름은.,8.79,20210204
18,리즈와 파랑새,8.78,20210204
19,화양연화,8.76,20210204
20,찬실이는 복도 많지,8.74,20210204
21,라라랜드,8.61,20210204
22,캐롤,8.59,20210204
23,백엔의 사랑,8.51,20210204
24,아비정전,8.50,20210204
25,기생충,8.49,20210204
26,목소리의 형태,8.47,20210204
27,너의 췌장을 먹고 싶어,8.36,20210204
28,초속5센티미터,8.36,20210204
29,삼진그룹 영어토익반,8.31,20210204
30,세자매,8.30,20210204
31,콜드 워,8.26,20210204
32,너의 췌장을 먹고 싶어,8.08,20210204
33,일대종사,8.00,20210204
34,날씨의 아이,7.98,20210204
35,"안녕, 티라노: 영원히, 함께",7.59,20210204
36,해피 투게더,7.42,20210204
37,도굴,7.29,20210204
38,원더 우먼 1984,5.18,20210204
1,극장판 바이올렛 에버가든,9.50,20210205
2,가나의 혼인잔치: 언약,9.45,20210205
3,부활: 그 증거,9.39,20210205
4,소울,9.38,20210205
5,늑대와 춤을,9.30,20210205
6,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.27,20210205
7,극장판 귀멸의 칼날: 무한열차편,9.22,20210205
8,해피 투게더,9.19,20210205
9,어바웃 타임,9.18,20210205
10,러브레터,9.12,20210205
11,타오르는 여인의 초상,9.06,20210205
12,굿바이,9.04,20210205
13,남매의 여름밤,8.95,20210205
14,러브 액츄얼리,8.93,20210205
15,이별의 아침에 약속의 꽃을 장식하자,8.84,20210205
16,족벌 두 신문 이야기,8.84,20210205
17,너의 이름은.,8.79,20210205
18,리즈와 파랑새,8.78,20210205
19,화양연화,8.76,20210205
20,찬실이는 복도 많지,8.74,20210205
21,라라랜드,8.61,20210205
22,캐롤,8.59,20210205
23,백엔의 사랑,8.51,20210205
24,아비정전,8.50,20210205
25,기생충,8.49,20210205
26,목소리의 형태,8.47,20210205
27,너의 췌장을 먹고 싶어,8.36,20210205
28,초속5센티미터,8.36,20210205
29,삼진그룹 영어토익반,8.31,20210205
30,세자매,8.30,20210205
31,콜드 워,8.26,20210205
32,하나와 앨리스,8.11,20210205
33,너의 췌장을 먹고 싶어,8.08,20210205
34,일대종사,8.00,20210205
35,날씨의 아이,7.98,20210205
36,해피 투게더,7.42,20210205
37,도굴,7.29,20210205
38,원더 우먼 1984,5.18,20210205
1,극장판 바이올렛 에버가든,9.50,20210206
2,가나의 혼인잔치: 언약,9.45,20210206
3,부활: 그 증거,9.39,20210206
4,소울,9.37,20210206
5,늑대와 춤을,9.30,20210206
6,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.27,20210206
7,극장판 귀멸의 칼날: 무한열차편,9.21,20210206
8,해피 투게더,9.19,20210206
9,어바웃 타임,9.18,20210206
10,러브레터,9.12,20210206
11,타오르는 여인의 초상,9.06,20210206
12,굿바이,9.04,20210206
13,남매의 여름밤,8.95,20210206
14,러브 액츄얼리,8.93,20210206
15,이별의 아침에 약속의 꽃을 장식하자,8.84,20210206
16,족벌 두 신문 이야기,8.84,20210206
17,너의 이름은.,8.79,20210206
18,리즈와 파랑새,8.78,20210206
19,화양연화,8.76,20210206
20,찬실이는 복도 많지,8.74,20210206
21,라라랜드,8.61,20210206
22,캐롤,8.60,20210206
23,백엔의 사랑,8.51,20210206
24,아비정전,8.50,20210206
25,기생충,8.49,20210206
26,목소리의 형태,8.47,20210206
27,너의 췌장을 먹고 싶어,8.36,20210206
28,초속5센티미터,8.36,20210206
29,세자매,8.31,20210206
30,삼진그룹 영어토익반,8.31,20210206
31,콜드 워,8.26,20210206
32,어니스트 씨프,8.16,20210206
33,하나와 앨리스,8.11,20210206
34,너의 췌장을 먹고 싶어,8.08,20210206
35,일대종사,8.00,20210206
36,날씨의 아이,7.98,20210206
37,"안녕, 티라노: 영원히, 함께",7.59,20210206
38,해피 투게더,7.42,20210206
39,도굴,7.29,20210206
40,원더 우먼 1984,5.18,20210206
1,극장판 바이올렛 에버가든,9.50,20210207
2,가나의 혼인잔치: 언약,9.46,20210207
3,소울,9.37,20210207
4,부활: 그 증거,9.36,20210207
5,늑대와 춤을,9.30,20210207
6,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.26,20210207
7,극장판 귀멸의 칼날: 무한열차편,9.21,20210207
8,해피 투게더,9.18,20210207
9,어바웃 타임,9.18,20210207
10,러브레터,9.12,20210207
11,타오르는 여인의 초상,9.06,20210207
12,굿바이,9.04,20210207
13,남매의 여름밤,8.95,20210207
14,러브 액츄얼리,8.93,20210207
15,이별의 아침에 약속의 꽃을 장식하자,8.84,20210207
16,족벌 두 신문 이야기,8.84,20210207
17,너의 이름은.,8.79,20210207
18,리즈와 파랑새,8.78,20210207
19,화양연화,8.76,20210207
20,찬실이는 복도 많지,8.73,20210207
21,라라랜드,8.61,20210207
22,캐롤,8.60,20210207
23,백엔의 사랑,8.51,20210207
24,아비정전,8.50,20210207
25,기생충,8.49,20210207
26,목소리의 형태,8.47,20210207
27,너의 췌장을 먹고 싶어,8.36,20210207
28,초속5센티미터,8.36,20210207
29,삼진그룹 영어토익반,8.31,20210207
30,세자매,8.28,20210207
31,콜드 워,8.26,20210207
32,어니스트 씨프,8.16,20210207
33,하나와 앨리스,8.11,20210207
34,너의 췌장을 먹고 싶어,8.08,20210207
35,일대종사,8.00,20210207
36,날씨의 아이,7.98,20210207
37,"안녕, 티라노: 영원히, 함께",7.59,20210207
38,해피 투게더,7.42,20210207
39,도굴,7.29,20210207
40,원더 우먼 1984,5.17,20210207
1,그린 북,9.59,20210208
2,극장판 바이올렛 에버가든,9.50,20210208
3,부활: 그 증거,9.36,20210208
4,서유기 2 - 선리기연,9.36,20210208
5,소울,9.36,20210208
6,늑대와 춤을,9.30,20210208
7,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.26,20210208
8,서유기 - 월광보합,9.21,20210208
9,극장판 귀멸의 칼날: 무한열차편,9.20,20210208
10,해피 투게더,9.18,20210208
11,어바웃 타임,9.18,20210208
12,러브레터,9.12,20210208
13,타오르는 여인의 초상,9.06,20210208
14,굿바이,9.04,20210208
15,남매의 여름밤,8.95,20210208
16,러브 액츄얼리,8.93,20210208
17,이별의 아침에 약속의 꽃을 장식하자,8.84,20210208
18,족벌 두 신문 이야기,8.84,20210208
19,너의 이름은.,8.79,20210208
20,리즈와 파랑새,8.78,20210208
21,화양연화,8.76,20210208
22,찬실이는 복도 많지,8.73,20210208
23,라라랜드,8.61,20210208
24,캐롤,8.60,20210208
25,백엔의 사랑,8.51,20210208
26,아비정전,8.50,20210208
27,기생충,8.49,20210208
28,목소리의 형태,8.47,20210208
29,너의 췌장을 먹고 싶어,8.36,20210208
30,초속5센티미터,8.36,20210208
31,세자매,8.31,20210208
32,삼진그룹 영어토익반,8.31,20210208
33,콜드 워,8.26,20210208
34,어니스트 씨프,8.14,20210208
35,하나와 앨리스,8.11,20210208
36,너의 췌장을 먹고 싶어,8.08,20210208
37,일대종사,8.00,20210208
38,날씨의 아이,7.98,20210208
39,"안녕, 티라노: 영원히, 함께",7.59,20210208
40,해피 투게더,7.42,20210208
41,도굴,7.29,20210208
42,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.56,20210208
43,원더 우먼 1984,5.17,20210208
1,그린 북,9.59,20210209
2,극장판 바이올렛 에버가든,9.50,20210209
3,부활: 그 증거,9.36,20210209
4,서유기 2 - 선리기연,9.36,20210209
5,소울,9.35,20210209
6,늑대와 춤을,9.30,20210209
7,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.26,20210209
8,서유기 - 월광보합,9.21,20210209
9,극장판 귀멸의 칼날: 무한열차편,9.21,20210209
10,해피 투게더,9.18,20210209
11,어바웃 타임,9.18,20210209
12,러브레터,9.12,20210209
13,타오르는 여인의 초상,9.06,20210209
14,굿바이,9.04,20210209
15,남매의 여름밤,8.95,20210209
16,러브 액츄얼리,8.93,20210209
17,이별의 아침에 약속의 꽃을 장식하자,8.85,20210209
18,족벌 두 신문 이야기,8.84,20210209
19,너의 이름은.,8.79,20210209
20,리즈와 파랑새,8.78,20210209
21,화양연화,8.76,20210209
22,찬실이는 복도 많지,8.73,20210209
23,라라랜드,8.61,20210209
24,캐롤,8.60,20210209
25,백엔의 사랑,8.51,20210209
26,아비정전,8.50,20210209
27,기생충,8.49,20210209
28,목소리의 형태,8.47,20210209
29,너의 췌장을 먹고 싶어,8.36,20210209
30,초속5센티미터,8.36,20210209
31,삼진그룹 영어토익반,8.31,20210209
32,세자매,8.31,20210209
33,콜드 워,8.26,20210209
34,어니스트 씨프,8.12,20210209
35,하나와 앨리스,8.11,20210209
36,너의 췌장을 먹고 싶어,8.08,20210209
37,일대종사,8.00,20210209
38,날씨의 아이,7.98,20210209
39,"안녕, 티라노: 영원히, 함께",7.59,20210209
40,해피 투게더,7.42,20210209
41,도굴,7.29,20210209
42,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.57,20210209
43,원더 우먼 1984,5.17,20210209
1,그린 북,9.59,20210210
2,극장판 바이올렛 에버가든,9.50,20210210
3,부활: 그 증거,9.36,20210210
4,서유기 2 - 선리기연,9.36,20210210
5,소울,9.35,20210210
6,늑대와 춤을,9.30,20210210
7,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.26,20210210
8,서유기 - 월광보합,9.21,20210210
9,극장판 귀멸의 칼날: 무한열차편,9.21,20210210
10,해피 투게더,9.19,20210210
11,러브레터,9.12,20210210
12,타오르는 여인의 초상,9.06,20210210
13,굿바이,9.04,20210210
14,남매의 여름밤,8.95,20210210
15,러브 액츄얼리,8.93,20210210
16,스포트라이트,8.93,20210210
17,이별의 아침에 약속의 꽃을 장식하자,8.85,20210210
18,족벌 두 신문 이야기,8.84,20210210
19,작은 아씨들,8.84,20210210
20,너의 이름은.,8.79,20210210
21,화양연화,8.76,20210210
22,찬실이는 복도 많지,8.74,20210210
23,맨체스터 바이 더 씨,8.72,20210210
24,캐롤,8.60,20210210
25,백엔의 사랑,8.51,20210210
26,아비정전,8.50,20210210
27,너의 췌장을 먹고 싶어,8.36,20210210
28,초속5센티미터,8.36,20210210
29,세자매,8.31,20210210
30,콜드 워,8.26,20210210
31,하나와 앨리스,8.11,20210210
32,어니스트 씨프,8.11,20210210
33,너의 췌장을 먹고 싶어,8.08,20210210
34,더 울프 오브 월 스트리트,8.05,20210210
35,일대종사,8.00,20210210
36,날씨의 아이,7.98,20210210
37,해리 포터와 불의 잔,7.98,20210210
38,"안녕, 티라노: 영원히, 함께",7.59,20210210
39,해피 투게더,7.42,20210210
40,도굴,7.29,20210210
41,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.57,20210210
42,원더 우먼 1984,5.17,20210210
1,그린 북,9.59,20210211
2,원더,9.51,20210211
3,극장판 바이올렛 에버가든,9.50,20210211
4,부활: 그 증거,9.36,20210211
5,서유기 2 - 선리기연,9.36,20210211
6,소울,9.34,20210211
7,늑대와 춤을,9.30,20210211
8,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.26,20210211
9,극장판 귀멸의 칼날: 무한열차편,9.21,20210211
10,서유기 - 월광보합,9.21,20210211
11,해피 투게더,9.18,20210211
12,러브레터,9.12,20210211
13,타오르는 여인의 초상,9.06,20210211
14,굿바이,9.04,20210211
15,남매의 여름밤,8.95,20210211
16,러브 액츄얼리,8.93,20210211
17,스포트라이트,8.93,20210211
18,이별의 아침에 약속의 꽃을 장식하자,8.85,20210211
19,작은 아씨들,8.84,20210211
20,족벌 두 신문 이야기,8.82,20210211
21,너의 이름은.,8.79,20210211
22,화양연화,8.76,20210211
23,찬실이는 복도 많지,8.74,20210211
24,맨체스터 바이 더 씨,8.72,20210211
25,캐롤,8.60,20210211
26,백엔의 사랑,8.51,20210211
27,아비정전,8.50,20210211
28,세자매,8.36,20210211
29,너의 췌장을 먹고 싶어,8.36,20210211
30,초속5센티미터,8.36,20210211
31,콜드 워,8.26,20210211
32,하나와 앨리스,8.11,20210211
33,너의 췌장을 먹고 싶어,8.08,20210211
34,어니스트 씨프,8.08,20210211
35,더 울프 오브 월 스트리트,8.05,20210211
36,일대종사,8.00,20210211
37,해리 포터와 불의 잔,7.98,20210211
38,날씨의 아이,7.98,20210211
39,"안녕, 티라노: 영원히, 함께",7.59,20210211
40,명탐정 코난: 진홍의 수학여행,7.56,20210211
41,도굴,7.29,20210211
42,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.56,20210211
1,그린 북,9.59,20210212
2,원더,9.51,20210212
3,극장판 바이올렛 에버가든,9.50,20210212
4,부활: 그 증거,9.36,20210212
5,서유기 2 - 선리기연,9.36,20210212
6,소울,9.34,20210212
7,늑대와 춤을,9.30,20210212
8,극장판 귀멸의 칼날: 무한열차편,9.22,20210212
9,서유기 - 월광보합,9.21,20210212
10,해피 투게더,9.18,20210212
11,러브레터,9.12,20210212
12,타오르는 여인의 초상,9.06,20210212
13,굿바이,9.04,20210212
14,남매의 여름밤,8.95,20210212
15,러브 액츄얼리,8.93,20210212
16,스포트라이트,8.93,20210212
17,이별의 아침에 약속의 꽃을 장식하자,8.85,20210212
18,작은 아씨들,8.84,20210212
19,족벌 두 신문 이야기,8.83,20210212
20,너의 이름은.,8.79,20210212
21,화양연화,8.76,20210212
22,찬실이는 복도 많지,8.74,20210212
23,맨체스터 바이 더 씨,8.72,20210212
24,캐롤,8.60,20210212
25,백엔의 사랑,8.51,20210212
26,아비정전,8.50,20210212
27,세자매,8.41,20210212
28,너의 췌장을 먹고 싶어,8.36,20210212
29,초속5센티미터,8.36,20210212
30,콜드 워,8.26,20210212
31,하나와 앨리스,8.11,20210212
32,너의 췌장을 먹고 싶어,8.08,20210212
33,어니스트 씨프,8.06,20210212
34,더 울프 오브 월 스트리트,8.05,20210212
35,일대종사,8.00,20210212
36,해리 포터와 불의 잔,7.99,20210212
37,날씨의 아이,7.97,20210212
38,새해전야,7.62,20210212
39,"안녕, 티라노: 영원히, 함께",7.59,20210212
40,명탐정 코난: 진홍의 수학여행,7.51,20210212
41,도굴,7.29,20210212
42,몬스터 헌터,7.09,20210212
43,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.56,20210212
1,그린 북,9.59,20210213
2,원더,9.51,20210213
3,극장판 바이올렛 에버가든,9.50,20210213
4,부활: 그 증거,9.36,20210213
5,소울,9.33,20210213
6,늑대와 춤을,9.30,20210213
7,극장판 귀멸의 칼날: 무한열차편,9.22,20210213
8,해피 투게더,9.19,20210213
9,러브레터,9.12,20210213
10,타오르는 여인의 초상,9.06,20210213
11,굿바이,9.04,20210213
12,남매의 여름밤,8.95,20210213
13,러브 액츄얼리,8.93,20210213
14,스포트라이트,8.93,20210213
15,이별의 아침에 약속의 꽃을 장식하자,8.85,20210213
16,작은 아씨들,8.84,20210213
17,족벌 두 신문 이야기,8.83,20210213
18,너의 이름은.,8.79,20210213
19,화양연화,8.76,20210213
20,찬실이는 복도 많지,8.74,20210213
21,맨체스터 바이 더 씨,8.72,20210213
22,캐롤,8.60,20210213
23,백엔의 사랑,8.51,20210213
24,아비정전,8.50,20210213
25,세자매,8.45,20210213
26,너의 췌장을 먹고 싶어,8.36,20210213
27,초속5센티미터,8.36,20210213
28,콜드 워,8.26,20210213
29,하나와 앨리스,8.11,20210213
30,너의 췌장을 먹고 싶어,8.08,20210213
31,더 울프 오브 월 스트리트,8.05,20210213
32,일대종사,8.00,20210213
33,해리 포터와 불의 잔,7.99,20210213
34,날씨의 아이,7.97,20210213
35,어니스트 씨프,7.97,20210213
36,"안녕, 티라노: 영원히, 함께",7.59,20210213
37,명탐정 코난: 진홍의 수학여행,7.55,20210213
38,새해전야,7.36,20210213
39,도굴,7.29,20210213
40,몬스터 헌터,6.87,20210213
1,그린 북,9.59,20210214
2,원더,9.51,20210214
3,극장판 바이올렛 에버가든,9.50,20210214
4,부활: 그 증거,9.36,20210214
5,서유기 2 - 선리기연,9.36,20210214
6,소울,9.32,20210214
7,극장판 귀멸의 칼날: 무한열차편,9.22,20210214
8,서유기 - 월광보합,9.20,20210214
9,해피 투게더,9.18,20210214
10,타오르는 여인의 초상,9.06,20210214
11,굿바이,9.04,20210214
12,남매의 여름밤,8.96,20210214
13,러브 액츄얼리,8.93,20210214
14,이별의 아침에 약속의 꽃을 장식하자,8.85,20210214
15,족벌 두 신문 이야기,8.85,20210214
16,작은 아씨들,8.84,20210214
17,너의 이름은.,8.79,20210214
18,화양연화,8.76,20210214
19,찬실이는 복도 많지,8.74,20210214
20,맨체스터 바이 더 씨,8.72,20210214
21,캐롤,8.60,20210214
22,백엔의 사랑,8.51,20210214
23,아비정전,8.50,20210214
24,세자매,8.47,20210214
25,너의 췌장을 먹고 싶어,8.36,20210214
26,초속5센티미터,8.36,20210214
27,콜드 워,8.26,20210214
28,하나와 앨리스,8.11,20210214
29,너의 췌장을 먹고 싶어,8.08,20210214
30,더 울프 오브 월 스트리트,8.05,20210214
31,일대종사,8.00,20210214
32,해리 포터와 불의 잔,8.00,20210214
33,날씨의 아이,7.96,20210214
34,어니스트 씨프,7.95,20210214
35,"안녕, 티라노: 영원히, 함께",7.59,20210214
36,명탐정 코난: 진홍의 수학여행,7.55,20210214
37,도굴,7.28,20210214
38,새해전야,7.22,20210214
39,몬스터 헌터,6.77,20210214
1,그린 북,9.59,20210215
2,원더,9.51,20210215
3,극장판 바이올렛 에버가든,9.50,20210215
4,부활: 그 증거,9.36,20210215
5,서유기 2 - 선리기연,9.36,20210215
6,소울,9.32,20210215
7,극장판 귀멸의 칼날: 무한열차편,9.22,20210215
8,서유기 - 월광보합,9.20,20210215
9,해피 투게더,9.17,20210215
10,러브레터,9.12,20210215
11,싸이코,9.09,20210215
12,타오르는 여인의 초상,9.06,20210215
13,굿바이,9.04,20210215
14,남매의 여름밤,8.96,20210215
15,러브 액츄얼리,8.93,20210215
16,스포트라이트,8.93,20210215
17,족벌 두 신문 이야기,8.88,20210215
18,이별의 아침에 약속의 꽃을 장식하자,8.85,20210215
19,작은 아씨들,8.83,20210215
20,너의 이름은.,8.79,20210215
21,화양연화,8.77,20210215
